rr,A_frequency,NS_frequency,CNAME_frequency,SOA_frequency,NULL_frequency,PTR_frequency,HINFO_frequency,MX_frequency,TXT_frequency,AAAA_frequency,SRV_frequency,OPT_frequency,rr_type,rr_count,rr_name_entropy,rr_name_length,distinct_ns,distinct_ip,unique_country,unique_asn,distinct_domains,reverse_dns,a_records,unique_ttl,ttl_mean,ttl_variance,class
4,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.051949282,8,1,set(),{'DE'},{'AS47447'},{'185.88.212.197': {'armas.es'}},srv-a-io.c-843.maxcluster.net,0,"[128, 128, 122, 122]",125,9,0
4,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.447121634,12,1,set(),{'DE'},{'AS47447'},{'185.88.212.197': {'www.armas.es'}},srv-a-io.c-843.maxcluster.net,0,"[128, 128, 122, 122]",125,9,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.682512336,15,1,set(),{'US'},{'AS13335'},{'172.64.87.27': {'adz7short.space'}},unknown,0,"[128, 122]",125,9,0
4,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.378752766,11,1,set(),{'US'},{'AS15169'},{'104.196.236.238': {'shaklee.com'}},238.236.196.104.bc.googleusercontent.com,0,"[128, 128, 122, 122]",125,9,0
4,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.678469278,15,1,set(),{'US'},{'AS15169'},{'104.196.236.238': {'www.shaklee.com'}},238.236.196.104.bc.googleusercontent.com,0,"[128, 128, 122, 122]",125,9,0
0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.223293925,27,0,set(),set(),set(),{},unknown,0,"[1, 1]",1,0,0
4,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.610664825,14,1,set(),{'US'},{'AS15169'},{'104.196.236.238': {'ca.shaklee.com'}},238.236.196.104.bc.googleusercontent.com,0,"[128, 128, 122, 122]",125,9,0
0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.222463437,27,0,set(),set(),set(),{},unknown,0,"[1, 1]",1,0,0
4,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.28014954,10,1,set(),{'BG'},{'AS57344'},{'217.174.159.195': {'softuni.bg'}},softuni.bg,0,"[128, 128, 122, 122]",125,9,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.375478648,11,0,set(),set(),set(),{},unknown,0,[128],128,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.146083994,25,0,set(),set(),set(),{},unknown,0,"[1, 1]",1,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.67626515,15,0,set(),set(),set(),{},unknown,0,[128],128,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,3.124759511,23,0,set(),set(),set(),{},unknown,0,"[128, 122]",125,9,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,3.278237637,27,0,set(),set(),set(),{},unknown,0,"[128, 128]",128,0,0
0,0,0,0,0,0,6,0,0,0,0,0,0,{'PTR'},0,3.10273059,24,0,set(),set(),set(),{},unknown,0,"[1, 1, 1, 1, 1, 1]",1,0,0
0,0,0,0,0,0,4,0,0,0,0,0,0,{'PTR'},0,3.146083994,25,0,set(),set(),set(),{},unknown,0,"[1, 1, 1, 1]",1,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.223293925,27,0,set(),set(),set(),{},unknown,0,"[1, 1]",1,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.378079833,11,1,set(),{'US'},{'AS20473'},{'45.76.174.189': {'itectec.com'}},45.76.174.189.vultr.com,0,"[128, 122]",125,9,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.546963041,13,0,set(),set(),set(),{},unknown,0,[128],128,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.805921408,17,0,set(),set(),set(),{},unknown,0,[128],128,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.222463437,27,0,set(),set(),set(),{},unknown,0,"[1, 1]",1,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.466653961,12,1,set(),{'US'},{'AS30682'},{'159.182.167.70': {'informit.com'}},unknown,0,"[128, 122]",125,9,0
0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.146318645,25,0,set(),set(),set(),{},unknown,0,"[1, 1]",1,0,0
4,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.744522661,16,1,set(),{'US'},{'AS30682'},{'159.182.167.70': {'www.informit.com'}},unknown,0,"[128, 128, 122, 122]",125,9,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.360414242,11,1,set(),{'US'},{'AS16509'},{'18.223.68.143': {'nsia.gov.af'}},ec2-18-223-68-143.us-east-2.compute.amazonaws.com,0,"[128, 122]",125,9,0
4,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.972484687,20,1,set(),{'US'},{'AS15169'},{'35.226.107.6': {'varnish-software.com'}},6.107.226.35.bc.googleusercontent.com,0,"[128, 128, 122, 122]",125,9,0
0,0,0,0,0,0,0,0,0,0,0,0,0,{None},0,0.693119745,2,0,set(),set(),set(),{},unknown,0,"[1, 1, 1, 1]",1,0,0
4,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,3.149075686,24,0,set(),set(),set(),{},unknown,0,"[128, 128, 122, 122]",125,9,0
4,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.806447729,17,1,set(),{'US'},{'AS394695'},{'216.10.245.79': {'support-tools.com'}},unknown,0,"[128, 128, 122, 122]",125,9,0
0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.261724577,28,0,set(),set(),set(),{},unknown,0,"[1, 1]",1,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.758233784,16,0,set(),set(),set(),{},unknown,0,[128],128,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,{'PTR'},0,3.262422037,28,0,set(),set(),set(),{},unknown,0,[1],1,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.691202699,15,0,set(),set(),set(),{},unknown,0,[128],128,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,{'PTR'},0,3.262422037,28,0,set(),set(),set(),{},unknown,0,[1],1,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.91906612,19,0,set(),set(),set(),{},unknown,0,[128],128,0,0
4,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.465749156,12,1,set(),{'DE'},{'AS24940'},{'188.40.143.49': {'aghanyna.net'}},static.49.143.40.188.clients.your-server.de,0,"[128, 128, 122, 122]",125,9,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,3.032140462,21,0,set(),set(),set(),{},unknown,0,"[128, 122]",125,9,0
4,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.153766989,9,1,set(),{'IN'},{'AS134023'},{'103.55.108.8': {'amu.ac.in'}},unknown,0,"[128, 128, 122, 122]",125,9,0
0,0,0,0,0,0,4,0,0,0,0,0,0,{'PTR'},0,3.10273059,24,0,set(),set(),set(),{},unknown,0,"[1, 1, 1, 1]",1,0,0
4,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.515778452,13,1,set(),{'IN'},{'AS134023'},{'103.55.108.8': {'www.amu.ac.in'}},unknown,0,"[128, 128, 122, 122]",125,9,0
0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.185808721,26,0,set(),set(),set(),{},unknown,0,"[1, 1]",1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,{None},0,3.463984773,32,0,set(),set(),set(),{},unknown,0,"[64, 64, 64, 64, 64, 64]",64,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.223293925,27,0,set(),set(),set(),{},unknown,0,"[1, 1]",1,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.62347454,14,0,set(),set(),set(),{},unknown,0,[128],128,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.691775976,15,1,set(),{'CA'},{'AS32491'},{'64.98.145.30': {'launchparty.org'}},url.hover.com,0,"[128, 122]",125,9,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.931288829,19,1,set(),{'US'},{'AS46606'},{'162.215.248.71': {'matthewaverkamp.com'}},162-215-248-71.unifiedlayer.com,0,"[128, 122]",125,9,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.28025309,10,1,set(),{'US'},{'AS15148'},{'74.123.153.33': {'convio.net'}},cluster2.convio.net,0,"[128, 122]",125,9,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.60686197,14,1,set(),{'US'},{'AS15148'},{'74.123.154.158': {'www.convio.com'}},cluster3.convio.net,0,"[128, 122]",125,9,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.547583893,13,0,set(),set(),set(),{},unknown,0,[128],128,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.80643648,17,0,set(),set(),set(),{},unknown,0,[128],128,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.972828815,20,0,set(),set(),set(),{},unknown,0,[128],128,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,3.208627504,25,0,set(),set(),set(),{},unknown,0,[128],128,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.222463437,27,0,set(),set(),set(),{},unknown,0,"[1, 1]",1,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.466512102,12,0,set(),set(),set(),{},unknown,0,[128],128,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,3.070354282,22,0,set(),set(),set(),{},unknown,0,"[128, 128]",128,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,3.070354282,22,0,set(),set(),set(),{},unknown,0,"[122, 122]",122,0,0
0,0,0,0,0,0,4,0,0,0,0,0,0,{'PTR'},0,3.222242925,27,0,set(),set(),set(),{},unknown,0,"[1, 1, 1, 1]",1,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.973117595,20,0,set(),set(),set(),{},unknown,0,[128],128,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,3.149589994,24,0,set(),set(),set(),{},unknown,0,[128],128,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.222926295,27,0,set(),set(),set(),{},unknown,0,"[1, 1]",1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,{None},0,0.693119745,2,0,set(),set(),set(),{},unknown,0,"[1, 1, 1, 1]",1,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,{None},0,3.463984773,32,0,set(),set(),set(),{},unknown,0,"[64, 64]",64,0,0
0,0,0,0,0,0,4,0,0,0,0,0,0,{'PTR'},0,3.10273059,24,0,set(),set(),set(),{},unknown,0,"[1, 1, 1, 1]",1,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.621934324,14,0,set(),set(),set(),{},unknown,0,[128],128,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.223293925,27,0,set(),set(),set(),{},unknown,0,"[1, 1]",1,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.376758012,11,0,set(),set(),set(),{},unknown,0,[128],128,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.677171494,15,0,set(),set(),set(),{},unknown,0,[128],128,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.807046537,17,0,set(),set(),set(),{},unknown,0,[128],128,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,3.012308441,21,0,set(),set(),set(),{},unknown,0,[128],128,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.222463437,27,0,set(),set(),set(),{},unknown,0,"[1, 1]",1,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.225431346,27,0,set(),set(),set(),{},unknown,0,"[1, 1]",1,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.546442001,13,1,set(),{'US'},{'AS13335'},{'172.64.90.140': {'smartybro.com'}},unknown,0,"[128, 122]",125,9,0
4,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,1.914360711,7,1,set(),{'RU'},{'AS58155'},{'194.61.67.86': {'perm.ru'}},perm.ru,0,"[128, 128, 122, 122]",125,9,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.67761603,15,0,set(),set(),set(),{},unknown,0,"[128, 128]",128,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.280017308,10,0,set(),set(),set(),{},unknown,0,[128],128,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.692093638,15,0,set(),set(),set(),{},unknown,0,[128],128,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.919773312,19,0,set(),set(),set(),{},unknown,0,[128],128,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.465415127,12,0,set(),set(),set(),{},unknown,0,"[128, 128]",128,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.931495534,19,1,set(),{'US'},{'AS7859'},{'216.92.118.141': {'footballsfuture.com'}},footballsfuture.com,0,"[128, 122]",125,9,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.548567657,13,1,set(),{'US'},{'AS15169'},{'104.198.14.52': {'goodingco.com'}},52.14.198.104.bc.googleusercontent.com,0,"[128, 122]",125,9,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.807084956,17,0,set(),set(),set(),{},unknown,0,[128],128,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.758131494,16,1,set(),{'US'},{'AS16509'},{'3.19.31.230': {'initializeai.com'}},ec2-3-19-31-230.us-east-2.compute.amazonaws.com,0,"[128, 122]",125,9,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.051959344,8,1,set(),{'US'},{'AS30083'},{'207.38.86.227': {'kuiu.com'}},web558.webfaction.com,0,"[128, 122]",125,9,0
0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.223293925,27,0,set(),set(),set(),{},unknown,0,"[1, 1]",1,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,{'PTR'},0,2.745693732,16,0,set(),set(),set(),{},unknown,0,[255],255,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.447292977,12,0,set(),set(),set(),{},unknown,0,[128],128,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,3.115824047,23,0,set(),set(),set(),{},unknown,0,"[128, 128]",128,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.171920626,9,1,set(),{'US'},{'AS600'},{'198.30.93.101': {'owens.edu'}},www.owens.edu,0,"[128, 122]",125,9,0
0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.222463437,27,0,set(),set(),set(),{},unknown,0,"[1, 1]",1,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.529666694,13,1,set(),{'US'},{'AS600'},{'198.30.93.101': {'www.owens.edu'}},www.owens.edu,0,"[128, 122]",125,9,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.75744766,16,0,set(),set(),set(),{},unknown,0,[128],128,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.972151532,20,0,set(),set(),set(),{},unknown,0,[128],128,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.146083994,25,0,set(),set(),set(),{},unknown,0,"[1, 1]",1,0,0
0,0,0,0,0,0,6,0,0,0,0,0,0,{'PTR'},0,3.10273059,24,0,set(),set(),set(),{},unknown,0,"[1, 1, 1, 1, 1, 1]",1,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.692820789,15,1,set(),{'US'},{'AS46812'},{'74.115.43.125': {'rentmanager.com'}},unknown,0,"[128, 122]",125,9,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.920303355,19,1,set(),{'US'},{'AS46812'},{'74.115.43.125': {'www.rentmanager.com'}},unknown,0,"[128, 122]",125,9,0
0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.146318645,25,0,set(),set(),set(),{},unknown,0,"[1, 1]",1,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.611802517,14,1,set(),{'US'},{'AS13335'},{'172.64.87.66': {'safishing2.com'}},unknown,0,"[128, 122]",125,9,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.280947939,10,1,set(),{'US'},{'AS20473'},{'45.76.28.214': {'sophio.com'}},45.76.28.214.vultr.com,0,"[128, 122]",125,9,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,1.914214838,7,1,set(),{'US'},{'AS46149'},{'192.206.10.36': {'usi.edu'}},www.usi.edu,0,"[128, 122]",125,9,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.278974513,10,1,set(),{'US'},{'AS26496'},{'166.62.27.189': {'buntya.com'}},ip-166-62-27-189.ip.secureserver.net,0,"[128, 122]",125,9,0
4,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.379316153,11,1,set(),{'FR'},{'AS16276'},{'51.83.67.37': {'digchip.com'}},ns3145717.ip-51-83-67.eu,0,"[128, 128, 122, 122]",125,9,0
4,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.280001691,10,1,set(),{'ID'},{'AS136821'},{'103.98.104.85': {'mbsnews.id'}},unknown,0,"[128, 128, 122, 122]",125,9,0
0,0,0,0,0,0,4,0,0,0,0,0,0,{'PTR'},0,3.185808721,26,0,set(),set(),set(),{},unknown,0,"[1, 1, 1, 1]",1,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.623134725,14,0,set(),set(),set(),{},unknown,0,[128],128,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.865244826,18,0,set(),set(),set(),{},unknown,0,[128],128,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.677157309,15,1,set(),{'US'},{'AS13335'},{'172.64.90.253': {'tu-tvgratis.net'}},unknown,0,"[128, 122]",125,9,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.907891354,19,1,set(),{'US'},{'AS13335'},{'172.64.86.217': {'www.tu-tvgratis.net'}},unknown,0,"[128, 122]",125,9,0
0,0,0,0,0,0,8,0,0,0,0,0,0,{'PTR'},0,3.10273059,24,0,set(),set(),set(),{},unknown,0,"[1, 1, 1, 1, 1, 1, 1, 1]",1,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.757603871,16,1,set(),{'US'},{'AS15169'},{'35.227.231.183': {'startupgrind.com'}},183.231.227.35.bc.googleusercontent.com,0,"[128, 122]",125,9,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.972293129,20,1,set(),{'US'},{'AS15169'},{'35.227.231.183': {'www.startupgrind.com'}},183.231.227.35.bc.googleusercontent.com,0,"[128, 122]",125,9,0
0,0,0,0,0,0,4,0,0,0,0,0,0,{'PTR'},0,3.185808721,26,0,set(),set(),set(),{},unknown,0,"[1, 1, 1, 1]",1,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.932020251,19,1,set(),{'US'},{'AS15169'},{'35.227.202.173': {'geniusdexchange.com'}},173.202.227.35.bc.googleusercontent.com,0,"[128, 122]",125,9,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.46637708,12,1,set(),{'US'},{'AS15169'},{'35.230.4.73': {'makerbot.com'}},73.4.230.35.bc.googleusercontent.com,0,"[128, 122]",125,9,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.744243787,16,0,set(),set(),set(),{},unknown,0,[128],128,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.623692767,14,1,set(),{'US'},{'AS13335'},{'172.64.86.169': {'freedogeon.com'}},unknown,0,"[128, 122]",125,9,0
0,0,0,0,0,0,4,0,0,0,0,0,0,{'PTR'},0,3.222242925,27,0,set(),set(),set(),{},unknown,0,"[1, 1, 1, 1]",1,0,0
4,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},4,2.035916786,8,2,set(),{'IR'},{'AS202468'},"{'185.143.234.5': {'see5.net'}, '185.143.233.5': {'see5.net'}}",unknown,0,"[128, 128, 122, 122]",125,9,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,3.032914776,21,0,set(),set(),set(),{},unknown,0,"[128, 122]",125,9,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,3.124977385,23,0,set(),set(),set(),{},unknown,0,[128],128,0,0
4,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.465883151,12,1,set(),{'TR'},{'AS199608'},{'185.9.37.141': {'hizlibul.com'}},185-9-37-141.birbir.com.tr,0,"[128, 128, 122, 122]",125,9,0
0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.223293925,27,0,set(),set(),set(),{},unknown,0,"[1, 1]",1,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.743927664,16,0,set(),set(),set(),{},unknown,0,"[128, 128]",128,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.222463437,27,0,set(),set(),set(),{},unknown,0,"[1, 1]",1,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.93120731,19,1,set(),{'US'},{'AS13335'},{'172.64.94.118': {'acewebdirectory.com'}},unknown,0,"[128, 122]",125,9,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,3.114591121,23,0,set(),set(),set(),{},unknown,0,"[128, 122]",125,9,0
0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.146083994,25,0,set(),set(),set(),{},unknown,0,"[1, 1]",1,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,3.167670706,24,0,set(),set(),set(),{},unknown,0,"[128, 122]",125,9,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,3.315140299,28,0,set(),set(),set(),{},unknown,0,[128],128,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,{None},0,2.689019008,15,0,set(),set(),set(),{},unknown,0,"[1, 1]",1,0,0
4,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.173238527,9,1,set(),{'UA'},{'AS28907'},{'89.184.67.241': {'flagma.ru'}},web2.flagma.ru,0,"[128, 128, 122, 122]",125,9,0
0,0,0,0,0,0,7,0,0,0,0,0,0,{'PTR'},0,3.10273059,24,0,set(),set(),set(),{},unknown,0,"[1, 1, 1, 1, 1, 1, 1]",1,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.931480371,19,1,set(),{'US'},{'AS46606'},{'108.167.181.214': {'equraninstitute.com'}},janemejos.com,0,"[128, 122]",125,9,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.819428427,17,1,set(),{'US'},{'AS13335'},{'172.64.82.40': {'alattaronline.com'}},unknown,0,"[128, 122]",125,9,0
4,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.547067201,13,1,set(),{'US'},{'AS63018'},{'64.74.160.240': {'allnswers.com'}},unknown,0,"[128, 128, 122, 122]",125,9,0
0,0,0,0,0,0,4,0,0,0,0,0,0,{'PTR'},0,3.146083994,25,0,set(),set(),set(),{},unknown,0,"[1, 1, 1, 1]",1,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.377273986,11,1,set(),{'US'},{'AS13335'},{'172.64.86.75': {'bgm.network'}},unknown,0,"[128, 122]",125,9,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.983675558,20,1,set(),{'US'},{'AS26496'},{'107.180.113.203': {'bldgenvsolutions.com'}},ip-107-180-113-203.ip.secureserver.net,0,"[128, 122]",125,9,0
0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.223293925,27,0,set(),set(),set(),{},unknown,0,"[1, 1]",1,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,3.158486644,24,0,set(),set(),set(),{},unknown,0,[128],128,0,0
0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.222463437,27,0,set(),set(),set(),{},unknown,0,"[1, 1]",1,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.819401474,17,1,set(),{'US'},{'AS14618'},{'52.202.58.6': {'coachtheworld.com'}},ec2-52-202-58-6.compute-1.amazonaws.com,0,"[128, 122]",125,9,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,3.022401944,21,0,set(),set(),set(),{},unknown,0,"[128, 122]",125,9,0
0,0,0,0,0,0,2,0,0,0,0,0,0,{'PTR'},0,3.146318645,25,0,set(),set(),set(),{},unknown,0,"[1, 1]",1,0,0
4,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.693223289,15,1,set(),{'US'},{'AS14061'},{'206.189.78.253': {'congrhealth.com'}},unknown,0,"[128, 128, 122, 122]",125,9,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.81945778,17,1,set(),{'US'},{'AS8075'},{'52.183.2.108': {'cruiseamerica.com'}},unknown,0,"[128, 122]",125,9,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,3.022424309,21,0,set(),set(),set(),{},unknown,0,[128],128,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.281826472,10,0,set(),set(),set(),{},unknown,0,[128],128,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.607448878,14,0,set(),set(),set(),{},unknown,0,[128],128,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.549294383,13,1,set(),{'US'},{'AS27589'},{'199.182.111.60': {'djhjmedia.com'}},eos-ip-60-111.182.199.easyonlinesolutions.com,0,"[128, 122]",125,9,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,1.916217535,7,1,set(),{'US'},{'AS14618'},{'3.233.171.147': {'eac.gov'}},ec2-3-233-171-147.compute-1.amazonaws.com,0,"[128, 122]",125,9,0
1,1,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.357400023,11,0,set(),set(),set(),{},unknown,0,[128],128,0,0
4,4,0,0,0,0,0,0,0,0,0,0,0,{'A'},2,2.379042144,11,1,set(),{'US'},{'AS55002'},{'107.162.169.193': {'ebtedge.com'}},unknown,0,"[128, 128, 122, 122]",125,9,0
0,0,0,0,0,0,8,0,0,0,0,0,0,{'PTR'},0,3.10273059,24,0,set(),set(),set(),{},unknown,0,"[1, 1, 1, 1, 1, 1, 1, 1]",1,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},0,2.678553385,15,0,set(),set(),set(),{},unknown,0,"[128, 128]",128,0,0
2,2,0,0,0,0,0,0,0,0,0,0,0,{'A'},1,2.692361136,15,1,set(),{'US'},{'AS13335'},{'172.64.82.246': {'eurjournals.com'}},unknown,0,"[128, 122]",125,9,0
